,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,-1.0729785,0.3802428,0.5039926,0.5415673,0.8802663,0.6518261,0.47537258,0.97966576,-0.8339896,-0.33200443,0.9969645,-0.0006692014,1.0353981,-0.7287218,0.7966708,0.4441085,-0.15809423,-0.41271085,0.22553296,-0.19140334,-1.0308077,-0.30084231,-0.06861596,-1.6136696,-0.070781186,-0.87682176,-1.3568887,-0.7541725,-0.7773428,-0.7625144,-0.8260224,-1.5487616,-1.1099627,-1.4622395,-1.3692607,-1.6035041,-0.5353956,-1.3622603,-1.4076335,-1.4388263,0.47145504,1.6570085,-1.2893753,0.055550814,-0.49068397,-0.96474105,-1.3595772,-1.2583665,1.1450734,-1.087437,-1.2113724,-0.14175512,-0.105021246,-0.52523017,-1.043298,-1.891791,0.051810853,-0.81267124,-1.1375971,-1.5024866,0.25613397,-1.0079772,-1.5414016,-0.24466902,-1.4129477,-1.3606881,-0.057326358,-1.3353087,-1.2797856,-1.3812351,-1.2184004,-0.856128,-1.0762334,-1.0213189,-0.8772108,-1.0285565,-1.5912707,-0.9981198,-0.7736148,-1.485605
1,-1.0255667,0.41944408,0.31493917,1.0140271,0.98954546,0.5765697,0.7501335,0.61152905,-1.008899,0.07397807,0.9697626,0.13632698,0.7745415,-0.5652609,0.60233015,0.3901438,-0.33420542,-0.096217245,-0.0010139428,0.2589348,-0.9360832,-0.3690939,-0.00826665,-1.6250415,0.2332164,-1.1030877,-1.3925078,-0.31412244,-0.8974805,-0.6984912,-0.65924335,-1.6957059,-0.9548829,-1.6278647,-1.3541416,-1.2363218,-0.6875575,-1.8807756,-1.3376006,-1.7371883,0.5805159,1.0849307,-1.2197568,-0.38103843,-0.45291048,-1.5243303,-1.3425871,-1.2133447,1.2032961,-1.2175479,-0.95354605,-0.2856023,-0.23657522,-0.50257236,-0.8077626,-1.2346677,0.19859669,-0.8985491,-0.7140495,-1.2673367,0.5957493,-0.97652984,-1.4624379,-0.076026596,-1.5127475,-1.1031536,0.007115049,-1.3567047,-1.098647,-1.2294453,-1.0844094,-0.767398,-1.3610476,-0.8087982,-0.55668366,-1.1498909,-1.3807381,-0.61366975,-1.0913795,-0.87591296
2,-1.0117286,0.57410836,0.46773684,0.6849129,0.61015385,0.7351684,0.6669315,0.55852115,-0.6831248,-0.54179066,0.9495934,0.040092476,1.0143962,-0.65563315,0.14128296,0.4675208,-0.41331568,-0.79416573,0.6435741,0.08537887,-0.8552557,-0.47098705,0.05989471,-1.2545881,0.053469785,-0.70655,-1.1225647,-0.9558486,-0.79853165,-0.9157941,-0.74777365,-1.5431293,-1.0051464,-1.4731224,-1.220094,-1.7672938,-0.56016725,-1.7653418,-1.4314352,-1.7494845,0.89946777,1.6635673,-0.96878964,-0.26077074,-0.56728244,-0.7291542,-1.6953155,-0.84566367,0.99788344,-0.894808,-0.5941877,-0.91364527,0.00017762736,-0.8947481,-0.7307669,-1.1231656,-0.2801859,-0.6923989,-1.5153683,-1.2411581,0.23754197,-0.9625423,-1.5802904,-0.67670274,-1.3922353,-1.2081143,-0.48820022,-1.0226768,-1.1907761,-1.0669328,-1.4717953,-1.2099246,-1.1649557,-0.97900873,-0.8986859,-1.115572,-1.5307084,-0.7826428,-0.8810965,-1.0397457
3,-0.9483158,0.4410644,0.6754432,0.64168656,0.79559994,0.9991409,0.7429201,0.27073348,-0.69296587,-0.4385196,1.0779309,0.38155913,0.7009373,-0.4691209,0.36094782,0.71750706,-0.2512767,-0.45729145,0.5799675,-0.09987967,-0.7106665,-0.73165447,0.25476173,-1.0378853,-0.21984428,-0.9180663,-1.1343981,-0.8404046,-0.8099733,-0.6180455,-1.0051346,-1.5445442,-1.1946533,-1.7636989,-1.4053766,-1.5385618,-0.5050906,-1.6297956,-1.4040847,-2.2619584,0.5529318,1.0983976,-1.1963123,0.08311047,-0.6039451,-1.3246818,-2.0067656,-0.3730417,0.3461931,-1.1515425,-1.0488079,-0.8511885,-1.0334766,-0.7641805,-0.7899633,-1.0065329,0.23699138,-0.91962934,-1.4674582,-0.92030156,-0.18403703,-0.88734925,-1.766967,-0.7295351,-1.2165494,-1.1643832,-0.14833686,-1.1065887,-0.80227774,-1.2426488,-0.88781095,-0.97349936,-0.6560164,-0.8303156,-0.9989632,-1.1576914,-1.5656406,-1.0241352,-0.7988745,-0.6345055
4,-1.362001,0.86203593,0.68499506,0.89727956,0.9040024,0.87903863,0.43459657,0.9033853,-0.6064152,-0.77840215,0.9959159,0.02538596,0.65558887,-0.5636155,0.51902366,0.69281775,-0.6188516,-0.013056465,0.21494739,-0.31713334,-0.7041459,-0.51037586,-0.25114277,-1.4994041,-0.13422514,-0.9530624,-1.3890357,-0.29895404,-1.1751266,-0.5708305,-0.88869286,-1.1813949,-0.849412,-1.6346908,-0.8687041,-1.1022335,-0.8820777,-1.3104205,-1.5970331,-1.9620821,0.45140752,1.2929894,-0.88904923,0.04973803,-0.11235164,-1.3634471,-0.74148524,-1.707817,0.029305853,-0.854646,-0.0076829134,-0.44635808,-0.93163437,-0.42988974,-1.269267,-1.1403456,0.78585136,-0.7092791,-1.3716742,-0.6234507,-0.28343338,-0.61621827,-1.1026529,-0.60088843,-1.3735712,-1.2570031,-0.41022044,-1.061309,-0.44063768,-1.201781,-1.1082349,-1.3016605,-1.3265157,-0.8296964,-1.1764871,-0.92840534,-1.4263781,-1.2467914,-0.8691015,-0.5190911
5,-1.1676368,1.1322602,0.6222622,0.39626467,1.1020997,0.74273086,0.26160437,0.7161276,-0.27195913,-0.79026496,1.1809828,0.18729834,0.49758738,-0.6357093,0.22969243,0.5473524,-0.42647418,-0.48389205,0.36393523,-0.3139635,-0.65922445,-0.6924384,-0.15850982,-1.5241917,-0.23227352,-1.0519711,-1.2082702,-0.73421586,-1.0533572,-0.73674417,-1.3438324,-1.6273758,-1.3513963,-2.0208735,-1.5628772,-1.4931666,-0.9730926,-1.9510267,-1.7356011,-2.6556182,-0.34215248,1.75429,-0.86487097,-0.29319698,-0.3078379,-1.6331218,-0.94821244,-1.8469619,-0.42097366,-0.5908524,-0.9858527,-0.5019811,-0.7948224,-0.5585723,-1.4487282,-0.77131146,0.8022289,-0.6947937,-1.675168,-0.86560166,-0.2943948,-0.65058327,-1.073752,-0.60951084,-1.4126459,-1.4377613,-0.8604347,-1.2520614,-0.98851836,-1.2099195,-0.95093143,-1.1436619,-1.0172541,-0.9408354,-0.7316417,-1.2862902,-1.3545367,-0.767113,-0.834868,-0.23879606
6,-1.0692356,1.0445498,0.49768132,0.7357514,0.63276434,1.0381092,0.72497755,0.7415254,-0.40048495,-0.6706826,1.1795834,0.42973667,0.8351087,-0.8538422,0.9999979,0.3492491,-0.8948804,-0.56789017,0.51443315,-0.34306517,-1.0859435,-0.5414654,-0.13241163,-1.1568084,-0.3683846,-0.8846957,-1.624668,-0.44670647,-1.4951516,-0.7939328,-1.3194625,-1.361528,-1.1031305,-1.858749,-1.7913743,-1.7563754,-1.0659378,-1.556959,-2.0158274,-2.025254,1.210354,2.2269578,-0.36619693,0.01661028,-0.14220843,-0.7864812,-1.8635379,-0.9116902,0.3702584,-0.54527515,0.09450509,-0.8739004,-0.97201,-0.06825712,-1.5540862,-1.2149276,0.7026018,-0.9161416,-1.6398652,-0.49208552,0.19917403,-0.8601711,-1.4004836,-0.8341089,-1.0876658,-1.2036042,-0.11122796,-1.3244259,-0.47274816,-1.4704976,-0.93991995,-1.0537459,-1.0958115,-0.6920871,-0.44799748,-0.8746782,-1.1009446,-1.0722766,-0.38993388,-0.8506665
7,-1.0829837,1.2640314,0.5192514,0.72990674,0.92235523,0.9060575,0.8581364,0.5465445,-0.20265223,-0.65799147,0.98874724,0.38914117,0.89442676,-0.6331996,0.7823128,0.60111225,-0.62924093,-0.34890652,0.42176348,-0.1667954,-1.1978594,-0.56294495,-0.1364201,-0.8046115,-0.43520975,-0.75508386,-1.2353655,-0.7247673,-1.4852196,-0.73639303,-1.4418657,-1.3613917,-0.98306346,-1.6868703,-1.5237753,-1.6574697,-0.63884,-1.5782018,-1.4476035,-2.2455075,1.2417055,1.9944061,-0.77630645,-0.32555148,-0.9613493,-1.4327253,-1.7969861,-0.83150834,-0.059649672,-0.6736817,-0.29271722,-1.0302271,-1.0210468,-0.3230832,-1.7427049,-1.1263509,0.9577681,-0.84535176,-1.4512737,-0.7436491,0.61293626,-0.8522034,-1.2752495,-0.90039694,-1.0748907,-1.234804,-0.563758,-1.1948228,-0.52244395,-1.4515872,-0.83655626,-1.3153104,-1.2771052,-0.93037695,-0.7482177,-1.1815737,-1.6650374,-0.6613223,-0.7198743,-0.8095275
8,-1.4329866,1.3949397,0.74948424,0.7834815,1.0035024,0.9081631,0.3179365,1.1183028,0.083426245,-0.62172306,1.1601343,0.85860974,0.42402562,-0.6300238,0.60929525,0.45426002,0.37602314,-0.52501506,0.39495832,0.4462277,-1.4324086,-0.038992736,-0.2795517,-1.3507005,-0.24005876,-0.78292346,-0.8743462,-0.40136868,-1.2729505,-0.684481,-1.470815,-1.7697121,-1.566086,-1.511359,-2.1926193,-0.7225175,-1.3760433,-1.6260854,-2.0353427,-2.2000923,0.9100314,1.6245086,-1.2286617,0.19564946,-0.05518591,-1.4246418,-0.70015943,-2.0551665,-1.0896661,-0.47923785,-0.6627568,-0.98661864,-1.2332705,-0.68494016,-1.6418843,-1.094174,-0.8439842,-0.6701036,-1.4358859,-0.63983744,0.8521073,-0.5589785,-1.3112414,-0.59713626,-1.2300725,-1.0755755,-0.87630296,-1.4116528,-0.7837616,-1.3779913,-0.7922821,-1.1643621,-0.979225,-1.2424301,-0.15179206,-1.3947507,-0.9472079,-0.85152406,-0.4350167,-0.7645414
9,-1.0768311,1.1952964,0.37397245,0.53615916,0.72363293,0.729232,0.17853706,0.5381802,-0.27190495,-0.7131687,1.3025777,0.5046658,0.19793542,-0.8647635,0.5361872,0.12470674,-0.2591842,-0.4084903,0.2857711,0.09154891,-1.2566667,0.0012982559,-0.1190414,-1.2654089,-0.40908894,-1.0337172,-1.3449271,-0.7237628,-1.0802479,-0.9909557,-1.6513395,-1.6102883,-1.7317488,-1.7816075,-2.1760817,-1.3952407,-1.0339253,-1.5472438,-1.8603189,-2.3032215,-0.11204795,1.7136801,-1.0681946,-0.70417076,-0.154154,-0.96274763,-0.42981893,-1.7429544,-0.81864524,-0.3503708,-0.17944255,-0.5175491,-1.2680769,-0.19367485,-1.1018084,-1.2515981,-0.15037061,-0.71080947,-1.1601206,-0.7478467,0.3622834,-0.63642853,-1.3683002,-0.5421354,-1.2547646,-0.94999886,-0.57556385,-1.1621495,-0.73607194,-1.3181711,-0.87902904,-1.0432726,-0.7112572,-1.0697904,-0.39733163,-0.9811813,-1.083144,-0.90139645,-0.776482,-0.7146977
