,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,-1.2595654,0.30324456,0.565729,0.7404725,1.0176059,0.6995409,0.5504102,1.0719395,-0.8490597,-0.5201708,1.0098655,-0.12128951,0.9476373,-0.68722236,0.738129,0.2814675,-0.07300497,-0.724687,0.3303352,-0.3037053,-1.0125322,-0.28349918,-0.07049269,-1.9079804,-0.22102614,-0.9102065,-1.5408682,-0.7935395,-0.9834847,-0.5326605,-0.83093596,-1.3459017,-1.2362672,-1.4527217,-1.529078,-1.7042283,-0.52954453,-1.0634873,-1.2940416,-1.2607148,0.6836519,2.2232835,-0.56679463,0.25331888,-0.8536399,-0.8736848,-1.2087431,-0.5657678,1.1714941,-0.83414125,-1.5706689,0.19012076,0.008949306,-0.18545257,-0.6079556,-1.2722218,0.19674699,-0.7442211,-0.8781411,-1.3317623,0.5739896,-1.0336452,-1.7756428,0.053565294,-0.85157746,-1.4345849,0.35888383,-1.0967753,-0.8755726,-1.2962776,-1.0503988,-0.8730168,-0.7182433,-0.95357686,-0.16826853,-0.96005535,-0.9414333,-1.1222688,-0.25722152,-1.4104829,1.2801038,1.2801038,1.2801038,1.2801038,1.2801038,-0.6900976,-0.79088455,-1.0296075,-0.7767878,-0.71174926,-0.2908578,-0.032399002,0.5750785,-0.4618183,-0.7341366,-0.38328645,-0.87355244,-0.41919383,-0.63558465,-0.86547166,-0.46998858,-0.40701565,-0.7887198,-0.33013043,-0.13882546,-0.14999464,0.13519059,0.36476308,-0.32112816,-0.21378279,-0.3566785,-0.8333605,-0.30198014,-0.099957034,0.25762862,0.55230737,0.55230737,0.55230737,0.55230737,0.55230737,1.4363246,1.4363246,1.4363246,1.4363246,1.4363246,2.3040516,-1.0683075,0.7499133,-0.36186394,-1.2574304,-0.72963923,-0.008952014,-0.076111555,-0.55090564,-0.03576642,-0.13343161,-0.3844006,-0.9551264,-0.5481253,-0.5979094,-0.42704466,-0.6692482,-0.6888216,-1.2364192,-1.0690473,-1.2388072,-1.039444,-0.8394207,-1.12348,-1.2768248,-1.3608096,-1.1766825,-1.2336687,-1.2283202,-1.2458619,-1.3554604,-1.3554604,-1.3554604,-1.3554604,-1.3554604
1,-1.1444921,0.37943888,0.23260407,1.2960383,1.0954643,0.63889664,1.0036936,0.7345895,-0.89382595,0.024751028,1.0825853,0.2002948,0.6977671,-0.45327106,0.48729286,0.26382348,-0.20760176,-0.40654016,0.15154932,0.04817489,-1.0208255,-0.41766396,-0.101645835,-1.7683438,0.031510834,-1.1381022,-1.5257277,-0.30447596,-0.9927095,-0.45741567,-0.5738493,-1.5972801,-1.0901748,-1.6316288,-1.4672191,-1.1203947,-0.4731198,-1.6534936,-1.1805044,-1.5826802,0.56438315,1.4349355,-0.92062044,-0.22952764,-1.0545012,-1.3245788,-1.0836225,-0.6753312,1.3770872,-0.86648935,-1.3309709,0.06861434,-0.27423742,-0.29256254,-0.51556253,-0.88783735,0.23993538,-0.8870798,-0.42821676,-1.0561169,0.9608589,-0.91870034,-1.4666337,0.010038926,-1.2559328,-1.0392517,0.81428117,-1.1720288,-0.70065576,-1.1605349,-0.96153283,-0.71723455,-0.86448866,-0.8120837,-0.08339916,-0.95943534,-1.370641,-0.7468133,-0.6734333,-0.7759264,1.1575497,1.1575497,1.1575497,1.1575497,1.1575497,-0.62314856,-0.6709697,-1.239187,-0.83012027,-0.70740896,-0.5342563,-0.0025737667,0.23834996,-0.76964957,-0.8654139,-0.32797658,-0.6885835,-0.42206398,-0.54483354,-0.841308,-0.39958495,-0.53579426,-0.8086794,-0.30769023,0.005100805,-0.0266512,0.22620842,0.25195488,-0.36843193,-0.2740721,-0.5580083,-0.8697691,-0.14855315,-0.2769698,0.15598722,0.4545877,0.4545877,0.4545877,0.4545877,0.4545877,1.2492552,1.2492552,1.2492552,1.2492552,1.2492552,2.2823722,-1.0857766,0.4167323,-0.23229446,-1.2377733,-0.72435063,0.091424234,-0.037742402,-0.6050044,0.037421986,-0.11430367,-0.5181527,-0.90355927,-0.6695844,-0.6395701,-0.6194728,-0.7717963,-0.9543946,-1.2641101,-1.0189638,-1.1326714,-1.0759913,-0.9789171,-1.2869499,-1.2126896,-1.3223112,-1.0761112,-1.1885806,-1.2630105,-1.4149501,-1.2844281,-1.2844281,-1.2844281,-1.2844281,-1.2844281
2,-1.141867,0.7004019,0.52271545,0.79175603,0.6811426,0.76347136,0.9224307,0.7551222,-0.6652063,-0.8403752,1.2780927,0.23388693,1.2086138,-0.6847417,0.2230658,0.46161148,-0.33065578,-1.1656151,0.58677536,0.04070611,-0.90028065,-0.64527893,0.022759859,-1.4422394,0.112851106,-0.6875764,-1.1495391,-1.020947,-1.0893948,-0.8144065,-0.7968754,-1.3854985,-0.88795817,-1.2404456,-1.2391946,-1.8801715,-0.5686945,-1.8252465,-1.3876675,-1.6988461,0.879983,1.8083973,-0.8435944,-0.61399454,-0.5558157,-0.8236037,-1.3422532,-0.3782405,1.5848961,-0.013242804,-1.2200143,-0.60719645,0.086445674,-0.7168778,-0.5332181,-1.2107661,-0.22738375,-0.41061738,-1.2809064,-1.1249424,0.6312204,-0.8179456,-1.4664862,-0.6193337,-1.2119515,-1.2256329,0.007616501,-0.98940855,-0.7259782,-1.0443119,-1.1867503,-1.1453,-1.0181228,-1.1576177,-0.47169888,-1.1168798,-1.1896979,-0.455867,-0.45331904,-1.1131289,1.115943,1.115943,1.115943,1.115943,1.115943,-0.9388153,-0.69498587,-0.8360163,-0.4505322,-0.6897227,-0.5108024,0.07615947,0.29986566,-0.8344136,-1.129665,-0.4753236,-0.75352347,-0.27478576,-0.40231735,-0.6707801,-0.09972539,-0.13750082,-0.69924676,-0.35834154,-0.15111816,-0.29818562,-0.25783128,-0.10862445,-0.48786363,-0.18930136,-0.14113681,-0.50280756,-0.12148185,-0.33838105,-0.1729182,-0.02563085,-0.02563085,-0.02563085,-0.02563085,-0.02563085,1.5546038,1.5546038,1.5546038,1.5546038,1.5546038,2.3200104,-0.656995,-0.26024458,0.13743046,-0.6765817,-0.60887945,0.22952636,0.08423887,-0.7683846,-0.22223958,-0.30551124,-0.36376736,-0.81047666,-0.74082094,-0.93803126,-0.7990428,-0.84467024,-0.9805204,-1.2765765,-1.1908087,-1.0070007,-1.21023,-1.205301,-1.1153659,-1.22307,-1.133402,-1.235013,-1.2842828,-1.2087741,-1.177855,-1.2950189,-1.2950189,-1.2950189,-1.2950189,-1.2950189
3,-1.0312995,0.5942981,0.6254257,0.62934077,0.82260454,1.0553982,0.9683838,0.11464149,-0.77587855,-0.68634045,1.2307613,0.6930211,0.55985296,-0.6064732,0.55289674,0.8429825,-0.30440155,-0.7318652,0.5516405,-0.32328442,-0.7447973,-0.9049609,0.16933475,-1.2477915,-0.35316542,-1.129952,-1.2298174,-0.7723191,-0.75098366,-0.552978,-1.0566912,-1.5019312,-1.2435328,-1.8167564,-1.3904115,-1.5221119,-0.47347105,-1.31239,-1.3024439,-2.322662,0.46981293,1.1557597,-1.1042979,-0.6291044,-0.6219273,-1.3996929,-2.0559785,0.13952217,0.4798362,-0.6223778,-1.3932452,-1.0741441,-1.0416656,-0.6637221,-0.6643128,-0.5923153,0.53834474,-0.68318224,-1.641903,-0.35866317,0.0039301612,-0.83538806,-1.7876321,-0.582138,-0.8774115,-1.1622595,0.7796965,-0.76551026,-0.52414393,-1.3684877,-0.46107534,-0.9357106,-0.25378776,-0.8519675,-0.6378327,-1.1310722,-0.9775532,-1.2099559,-0.31005016,-0.5075974,0.9791008,0.9791008,0.9791008,0.9791008,0.9791008,-0.9607608,-0.82101744,-0.7476405,-0.7071137,-0.79464257,-0.2099092,0.6903604,0.49742135,-0.5976139,-0.9543863,-0.5846618,-0.60503954,-0.61275375,-0.7226721,-0.8313111,-0.28798595,-0.45551908,-0.7830147,-0.27490774,-0.0710668,-0.011049732,-0.18398213,0.006939835,-0.3553732,-0.45694867,-0.63952917,-0.8613771,-0.26416606,0.002568438,0.42915812,0.23551129,0.23551129,0.23551129,0.23551129,0.23551129,0.9383063,0.9383063,0.9383063,0.9383063,0.9383063,1.7185473,-0.5130649,-0.06333782,-0.3866367,-1.2520585,-0.73965067,0.37381104,-0.39735025,-0.91262025,-0.5612846,-0.42125246,-0.6512395,-0.5801775,-0.7176792,-0.8992575,-1.0322384,-1.1739087,-0.78065753,-1.0969967,-1.0288452,-1.045194,-1.2687477,-1.137491,-0.936757,-1.028782,-0.83765936,-0.98537433,-1.0265275,-1.1880878,-0.9819097,-1.2434953,-1.2434953,-1.2434953,-1.2434953,-1.2434953
4,-1.4034399,0.65189177,0.6798096,1.1286125,1.0298859,0.90319324,0.6356544,0.9032265,-0.3347704,-0.97442865,1.0548285,0.055856694,0.40258342,-0.5351312,0.3843287,0.34593543,-0.55392593,-0.31452042,0.2249355,-0.3866964,-0.76884705,-0.5390989,-0.3165126,-1.5929974,-0.08681331,-1.1519992,-1.6527047,-0.35092708,-1.2425307,-0.56744635,-0.5684941,-1.2828823,-1.0409923,-1.6393373,-0.77220446,-1.2285349,-0.76372635,-1.1398624,-1.5404395,-1.9599091,0.29055095,1.4409037,-0.7996017,0.19111535,-0.67114466,-1.2719588,-0.5752345,-1.3824036,0.12811553,-0.62115407,-0.8443998,-0.5472613,-0.74253565,-0.47436655,-1.0559126,-0.6273679,0.64946806,-0.7632926,-1.4671538,-0.26398155,0.10538794,-0.44639894,-0.8517187,-0.57986444,-1.5370479,-1.1598426,0.19018367,-1.1465755,-0.23885387,-0.96437377,-1.2686981,-1.3130039,-0.8841509,-0.78125846,-1.1550703,-0.9777867,-1.1148195,-1.2648622,-0.34954762,-0.672896,1.3974451,1.3974451,1.3974451,1.3974451,1.3974451,-1.03764,-1.0320638,-1.2809621,-1.0407364,-0.9427685,-0.5332089,-0.14627527,0.16273682,-0.22702388,-0.7177676,-0.30052426,-0.5251546,-0.3870582,-0.5702169,-0.78894347,-0.29982278,-0.5491889,-0.7935904,-0.21726571,-0.17878224,-0.06405668,0.2031373,0.30240053,-0.17859524,-0.11556854,-0.07685742,-0.53196186,-0.010865812,-0.12354053,-0.04623589,-0.0029070412,-0.0029070412,-0.0029070412,-0.0029070412,-0.0029070412,0.8406577,0.8406577,0.8406577,0.8406577,0.8406577,1.9603684,0.06821786,0.85322326,-0.25953233,-1.2285354,-0.36361516,0.16998652,-0.092880756,-0.51949286,-0.27535617,-0.8889517,-0.6959982,-0.77399254,-0.8048993,-0.8500424,-0.7561503,-1.0298885,-0.94933146,-1.1441668,-1.1577061,-1.1135392,-1.0622622,-1.1451913,-1.3107818,-1.200271,-1.1836247,-1.2509432,-1.3028795,-1.2193645,-1.3610988,-1.1991979,-1.1991979,-1.1991979,-1.1991979,-1.1991979
5,-1.2740786,0.9455375,0.55850923,0.60964876,1.1220378,0.69647205,0.39931804,0.7387132,-0.2316176,-0.8902419,1.1998773,0.14598465,0.3346624,-0.55819297,0.020312246,0.3507384,-0.43553382,-0.7253843,0.4954454,-0.3790201,-0.7848783,-0.525084,-0.25134835,-1.6678567,-0.011822137,-1.1022965,-1.2183489,-0.6033351,-1.0732828,-0.52392733,-0.8945678,-1.6486973,-1.379897,-2.0596554,-1.4483684,-1.3437482,-1.0208527,-1.9990513,-1.8114777,-2.6459558,-0.07840157,1.8790699,-0.9680162,-0.03600721,-0.4294177,-1.7900207,-0.62349457,-1.543551,-0.2520238,-0.85168165,-1.4667569,-0.26491863,-0.9426195,-0.48042592,-0.84458625,-0.22428653,0.7401581,-0.6528747,-2.007846,-0.599287,0.3299487,-0.48555925,-0.7507909,-0.33824176,-1.5094417,-1.3656639,-0.5123064,-1.3347865,-0.7445124,-1.1702633,-0.9042355,-0.98104656,-0.5236956,-0.7183008,-0.64010906,-1.5332406,-1.0022252,-0.7637509,-0.22538608,-0.035810784,1.22841,1.22841,1.22841,1.22841,1.22841,-1.0947863,-0.7238675,-0.85778475,-0.9005695,-0.6862521,-0.48998544,-0.24602433,-0.019749207,-0.5301136,-0.7947104,-0.2548075,-0.40478343,-0.24963664,-0.3861997,-0.7860628,-0.26796076,-0.4470742,-0.7398152,-0.17485619,-0.100218825,-0.023115126,0.086376816,0.054251973,-0.5924268,-0.63636625,-0.7904462,-0.87936574,-0.3513192,-0.43754002,-0.055197526,-0.057454005,-0.057454005,-0.057454005,-0.057454005,-0.057454005,0.653701,0.653701,0.653701,0.653701,0.653701,2.184363,0.05319279,0.63734627,-0.12991267,-1.4991308,-0.6702963,-0.16719252,-0.1666778,-0.40296847,-0.18364257,-0.74658054,-0.9035519,-0.90013075,-0.64623016,-0.6106135,-0.727626,-1.0308112,-1.0593266,-1.0187798,-1.2691,-1.1898034,-0.9760022,-1.0974038,-1.1575042,-1.2360423,-1.2520528,-1.2370503,-1.211467,-0.99784625,-1.1991413,-1.3949277,-1.3949277,-1.3949277,-1.3949277,-1.3949277
6,-1.0847374,0.91404355,0.4429892,0.7454465,0.64952236,1.0042242,0.80184877,0.5528862,-0.44535068,-0.9192767,1.6232293,0.4624531,0.5743789,-0.77880764,1.096727,0.19911718,-0.8589575,-0.88556445,0.6032622,-0.2853191,-1.1626177,-0.6335174,-0.2289105,-1.1668344,-0.23126048,-1.0433344,-1.6276755,-0.47097817,-1.5164826,-0.5666747,-1.1512932,-1.2759227,-1.0279411,-1.8008387,-1.7207439,-1.8431224,-0.91393834,-1.3643883,-1.7989839,-1.85593,0.8367395,2.1806757,-0.047700938,-0.15592253,-0.37516496,-0.34760228,-1.6330296,-0.32727256,0.62128204,-0.13758703,-0.63420606,-0.24692035,-0.9941758,0.12587422,-1.6308423,-1.0495068,0.6591758,-0.79309285,-1.8028051,-0.3722192,0.7645167,-0.90549433,-1.4032207,-0.7483447,-0.7952855,-1.1605769,0.20459779,-1.1760882,0.11398258,-1.4210818,-0.8521966,-0.9194843,-0.9318217,-0.6125235,-0.05096552,-0.7700161,-0.6763373,-1.1255293,0.11023347,-0.79034495,1.0374676,1.0374676,1.0374676,1.0374676,1.0374676,-1.0407567,-0.5515353,-0.6826986,-0.5749437,-0.8850335,-0.20706712,0.15012662,-0.059927687,-0.93841165,-1.2829465,-0.55406356,-0.7557463,-0.53593427,-0.766296,-0.45428753,-0.024996998,-0.3345696,-0.8363268,-0.14664657,-0.13831483,-0.22465095,-0.22577465,-0.055765547,-0.24647239,-0.24101318,-0.45419368,-0.9447492,-0.2609612,-0.31067303,-0.029683992,0.047647316,0.047647316,0.047647316,0.047647316,0.047647316,1.2850465,1.2850465,1.2850465,1.2850465,1.2850465,1.9019995,0.79217404,0.963745,0.55517924,-1.1887715,-0.61108065,-0.06451551,-0.41471612,-0.32661748,0.17790274,-0.23661593,-0.9205965,-0.67936254,-0.7892518,-0.89370376,-0.7630463,-1.1581482,-1.1021549,-1.1351469,-1.2162827,-1.0082909,-1.176217,-1.1119031,-1.1911805,-1.2335645,-1.2613786,-1.0286634,-0.94647986,-1.2227374,-1.4170079,-1.5031577,-1.5031577,-1.5031577,-1.5031577,-1.5031577
7,-1.1293882,1.2249475,0.5425792,0.85301185,0.98559356,0.93007624,1.06462,0.45150667,-0.2353069,-0.82429785,1.2513124,0.5217892,0.79268324,-0.61158353,0.8105006,0.48247898,-0.58661014,-0.63874716,0.5162646,-0.28138006,-1.2943739,-0.60463357,-0.1387369,-0.945595,-0.29981977,-0.9055748,-1.3125757,-0.8100115,-1.602584,-0.47671536,-1.2937703,-1.336422,-0.8011997,-1.7695206,-1.5229552,-1.6888249,-0.65066373,-1.4795628,-1.1969985,-2.1338632,0.79427123,1.8552814,-0.59439605,-0.75106245,-1.0366547,-1.0774094,-1.5543822,-0.23673843,0.16825631,-0.74842113,-0.9576943,-0.7490214,-1.0786237,-0.37613574,-1.556732,-0.99532074,1.0350896,-0.58351004,-1.5005409,-0.46244493,1.2617635,-0.9678906,-1.0640119,-0.77365685,-0.6961198,-1.1584387,-0.036476582,-1.1228935,0.013695793,-1.324241,-0.61332583,-1.252613,-1.2213994,-0.7667007,-0.44073868,-1.065154,-1.2398502,-0.6361999,-0.44374582,-0.70178884,1.0496889,1.0496889,1.0496889,1.0496889,1.0496889,-1.2703475,-0.7831723,-0.9460073,-0.79308146,-0.8611816,-0.4002458,0.2511665,0.05450481,-0.6328086,-1.046425,-0.6183708,-0.9229401,-0.64252937,-0.8006779,-0.5864188,-0.12358447,-0.30807802,-0.62343013,-0.12686601,-0.17347716,-0.32815132,-0.41069013,-0.250724,-0.24056706,-0.2707855,-0.34355763,-0.5930179,0.00078626035,-0.22672084,0.29470032,0.04077355,0.04077355,0.04077355,0.04077355,0.04077355,1.352452,1.352452,1.352452,1.352452,1.352452,1.901276,-0.28956148,-0.019189361,0.14576091,-0.86512595,-0.59921134,0.16099443,-0.84612757,-0.89448845,-0.092682265,-0.31521186,-0.57247555,-0.95378983,-0.8359789,-0.9599406,-0.60296226,-1.1191579,-1.1661373,-0.9533345,-1.0848697,-1.2042781,-1.2584575,-1.1227669,-1.1797713,-1.1752677,-1.2554597,-1.2512385,-1.2248605,-1.3254406,-1.4706095,-1.3610711,-1.3610711,-1.3610711,-1.3610711,-1.3610711
8,-1.4335673,1.0679963,0.716469,0.9837173,1.1038567,0.79577917,0.52201754,1.0848095,0.29176816,-0.8652479,1.2214433,0.74680305,0.30495384,-0.5781884,0.431518,0.18062966,0.4370048,-0.8818662,0.51506746,0.40772387,-1.3538917,-0.2912757,-0.197273,-1.4961199,-0.27077278,-0.78766644,-0.9661762,-0.29559138,-1.1855305,-0.6217138,-1.1400934,-1.5963347,-1.6310997,-1.399481,-1.9595168,-0.65322083,-1.2088056,-1.4799523,-1.8840376,-2.207297,0.25349846,1.750083,-1.3973665,0.91920143,-0.45510632,-1.3912543,-0.7187972,-1.5413994,-1.1117369,-0.2458462,-1.1839573,-0.87510514,-1.0308938,-0.6318666,-1.4502802,-0.82318676,-1.0406914,-0.36883202,-1.3532476,-0.5518765,1.0762618,-0.7282724,-1.4071599,-0.6193722,-1.0893552,-1.161488,-0.70884424,-1.0892129,-0.47276324,-1.4579259,-0.8350762,-1.117604,-0.5619415,-1.2916045,-0.007130921,-1.4303168,-0.57865894,-0.89344037,-0.015143903,-0.5608318,1.412606,1.412606,1.412606,1.412606,1.412606,-1.170493,-0.8646188,-0.8822367,-0.8591627,-0.8409007,-0.63841265,-0.6261687,-0.018328944,-0.4797511,-0.8948016,-0.17266667,-0.45191076,-0.34294188,-0.6024268,-0.8682202,-0.6532313,-0.4174703,-0.75794667,-0.18113571,0.19124734,-0.13652736,-0.08000913,-0.11048623,-0.80323845,-0.7127342,-1.0126804,-0.69236845,-0.09834546,-0.0362863,0.19049905,0.14342679,0.14342679,0.14342679,0.14342679,0.14342679,0.8366716,0.8366716,0.8366716,0.8366716,0.8366716,2.0192344,0.24585983,1.0196017,-0.16271392,-1.5445477,-0.628564,-0.5010386,-0.3626287,-0.44009355,-0.19671431,-0.6169196,-0.81337553,-0.97874475,-0.9238227,-0.85687083,-0.9258668,-0.9999188,-1.08173,-1.1375092,-0.99217373,-1.0482168,-1.3003172,-1.264355,-1.3242815,-1.1502267,-1.1164359,-1.2908479,-1.1237212,-1.3674837,-1.2988,-1.4279138,-1.4279138,-1.4279138,-1.4279138,-1.4279138
9,-1.1177046,0.87175715,0.4379898,0.8307221,0.75177217,0.803392,0.283503,0.63289416,-0.023705743,-0.8845584,1.2707014,0.35013872,-0.047318924,-0.6955184,0.37466756,-0.18922184,-0.3218666,-0.58416647,0.4368049,-0.07561516,-1.1115568,-0.22670022,-0.045710456,-1.3845875,-0.42808458,-1.0455583,-1.4555851,-0.6616608,-1.2133393,-0.9934419,-1.4637011,-1.6559107,-1.8339577,-1.8127222,-2.038115,-1.5159042,-0.91107774,-1.3200552,-1.7714901,-2.105499,-0.22052456,1.7507515,-0.8862108,-0.33975944,-0.2765962,-0.88510895,-0.57888454,-1.7614274,-0.79168725,-0.64837235,-0.7414749,-0.24310501,-1.2979835,-0.40040842,-0.76345986,-1.6358999,-0.15619446,-0.7070602,-1.1023101,-0.53861326,0.32565835,-0.57465273,-1.5126377,-0.41085184,-1.0957304,-0.9854353,-0.0949459,-1.1994722,-0.21000698,-1.2274607,-0.6527905,-1.0138834,-0.24800341,-1.0870011,-0.08767393,-0.95582116,-0.97018826,-1.0494606,-0.31146377,-0.7402997,1.0795268,1.0795268,1.0795268,1.0795268,1.0795268,-0.99352795,-0.60357726,-0.74686277,-0.7288519,-0.8033344,-0.38843238,-0.46746668,-0.2728276,-0.56041974,-0.81884986,-0.07202566,-0.24303913,-0.13504308,-0.28163248,-0.4390686,-0.36757824,-0.5263726,-0.8796605,-0.3892639,-0.21467315,-0.47525284,-0.37770662,-0.194446,-0.7121071,-0.6493865,-0.85168594,-0.9009179,-0.09638656,0.26603338,0.5453535,0.51420254,0.51420254,0.51420254,0.51420254,0.51420254,0.3286004,0.3286004,0.3286004,0.3286004,0.3286004,1.853356,-0.10512277,0.5336153,-0.042842533,-1.5399864,-0.81989807,-0.95319027,-0.44461846,-0.53003114,-0.24000132,-0.72499806,-0.9647302,-0.7476058,-0.7246935,-0.91305894,-0.772538,-0.9834732,-1.028222,-1.2374092,-1.0669141,-0.9610961,-1.2743767,-1.0875893,-1.2976269,-1.081659,-1.1845615,-1.0203959,-0.97030044,-1.2721131,-1.316281,-1.4946381,-1.4946381,-1.4946381,-1.4946381,-1.4946381
