,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,1.2620637,0.559099,1.1272024,1.0287666,0.7826282,0.41616896,0.9228765,-1.0307901,-0.43769118,0.9888837,-0.11019897,0.9167124,-0.7572948,0.6264436,0.47090745,-0.3265916,-0.561341,0.17320798,-0.2562884,-1.3690048,-0.24359447,-0.28888902,-1.8953896,-0.29072338,-0.86958146,-1.7712642,-0.6479867,-1.1075832,-0.6320912,-0.9570757,-1.5815353,-1.4033132,-1.584302,-1.6628689,-1.7894589,-0.6144325,-1.378868,-1.6704674,-1.5002865,2.1616278,-0.5449084,0.06396705,-0.10109626,-0.5172046,-0.9316936,-0.19323477,1.4473528,-0.67632157,-0.9262354,0.36983958,0.65743697,-0.100341715,-0.46809155,-1.4302152,0.44998083,-0.65638876,-0.57907015,-1.3430511,0.28631514,-0.8252071,-1.4027889,-0.20527187,-0.97186524,-1.2720178,-0.06057594,-1.1777284,-1.1062433,-1.2839854,-1.0576255,-0.7095071,-0.9666759,-0.90410614,-0.70297724,-0.81934917,-1.1725473,-0.92501307,-0.6165841,-1.4290551
1,0.61935323,0.27154556,1.4159623,1.036916,0.646731,0.87972313,0.62312573,-0.7891531,0.10361385,1.0012718,0.15093601,0.7048195,-0.48603782,0.44995463,0.32383513,-0.26191878,-0.1941417,0.07424129,0.19697587,-0.99918294,-0.38754866,-0.11740144,-1.684632,0.11959391,-1.1109554,-1.4734415,-0.26936015,-0.98367286,-0.6144307,-0.6076731,-1.693693,-1.0233823,-1.6463605,-1.3682714,-1.2016752,-0.5944424,-1.8354926,-1.3228067,-1.7529356,1.2436234,-1.0340347,-0.67460316,-0.45932183,-1.3093635,-0.9826664,-0.70171016,1.4931176,-1.0054675,-0.8329066,-0.10136952,0.14689231,-0.29369622,-0.5007217,-0.8644667,0.33052152,-0.8129243,-0.39485827,-1.1140314,0.6527308,-0.9182576,-1.2407632,-0.12914051,-1.1897999,-1.0647213,0.2239366,-1.3193328,-0.9671467,-1.0892905,-0.85105413,-0.6965308,-1.1829076,-0.81036395,-0.5383279,-0.94334596,-1.4264143,-0.6653917,-0.97863185,-0.8633786
2,1.6126528,0.49183854,1.1996377,0.71881527,0.8236006,0.62522906,0.42791247,-0.9065536,-0.79634386,1.0401673,0.024572909,0.9773057,-0.790357,0.03344547,0.5955234,-0.5089246,-1.0533108,0.5255775,0.118899636,-1.1516844,-0.5957575,-0.19007729,-1.4825374,-0.13708055,-0.67901087,-1.3925537,-0.91664535,-1.1352806,-0.88123584,-0.84451073,-1.6530195,-1.1307037,-1.4514922,-1.3793288,-2.0374136,-0.62798476,-2.0007498,-1.649559,-1.9259716,1.578038,-0.56584054,-0.51063734,-0.050405055,-0.40012103,-1.0939991,-0.0011824437,1.5073591,-0.3748724,-0.13357201,-0.47066343,0.79903144,-0.7784175,-0.35151097,-1.033918,-0.2576538,-0.51831627,-0.9473296,-1.0827788,0.35357982,-0.82292545,-1.2703745,-0.66410387,-0.9570185,-1.0913799,-0.36495474,-0.9236949,-0.9776538,-0.85541505,-1.282965,-1.1470023,-1.0261935,-0.95132494,-0.7611275,-1.0733505,-1.3306125,-0.604697,-0.8839129,-1.0849794
3,0.63367885,0.6818165,0.77448094,0.8723205,1.0856735,0.85047764,0.2484296,-0.49911666,-0.49740547,1.0934433,0.46267685,0.6219952,-0.50906605,0.41866496,0.7688899,-0.19288798,-0.55349344,0.5644177,-0.15264554,-0.69647396,-0.7720485,0.1921863,-1.0905412,-0.304639,-0.98973244,-1.1356956,-0.78733873,-0.8036619,-0.6224106,-0.96778476,-1.5292231,-1.2025062,-1.7935516,-1.3171464,-1.5955539,-0.449856,-1.512412,-1.3296372,-2.3290877,1.0332645,-1.1267278,-0.3449777,-0.56018674,-1.3716731,-1.8551629,0.27675664,0.41604373,-0.91802955,-0.90694696,-0.8060546,-0.65789753,-0.6933511,-0.5472644,-0.77471274,0.37562016,-0.7965816,-1.20325,-0.6163067,-0.14316045,-0.8090471,-1.4516296,-0.64811885,-0.9374622,-1.0936046,0.16853046,-0.9653754,-0.5864486,-1.3196477,-0.7109712,-0.93575066,-0.5116843,-0.8560357,-0.975404,-1.2020102,-1.2742008,-1.1011933,-0.597017,-0.66927075
4,1.880823,0.7011744,1.5161927,1.016059,0.9869033,0.39625463,0.75201994,-0.76388705,-1.0021447,0.95146704,-0.094971485,0.46798745,-0.6486313,0.31316736,0.6559276,-0.86910784,-0.12709764,0.05370751,-0.38675573,-1.021326,-0.529169,-0.502941,-1.6457514,-0.31973514,-1.0967728,-1.8358486,-0.15062498,-1.4340482,-0.519465,-0.8934083,-1.2859131,-1.0074106,-1.7801615,-0.8673339,-1.1641945,-1.0034252,-1.3852556,-1.8935713,-2.25351,0.9219045,-0.4290732,-0.12609942,0.16359061,-1.0671769,-0.2998702,-1.1846492,0.025391124,-0.78751296,0.41119838,-0.10030255,-0.2624716,-0.2866633,-0.89321345,-0.7677949,0.9521738,-0.52773577,-1.1701875,-0.29814053,-0.21744236,-0.42349592,-0.8013474,-0.6932257,-1.3261418,-1.1307504,-0.43376493,-1.0898936,-0.31812957,-0.980029,-0.9915937,-1.1164386,-1.1919146,-0.7405278,-1.1315968,-0.87216127,-1.2520986,-1.2195526,-0.98263764,-0.58764654
5,2.989683,0.59042627,1.0690868,1.3152851,0.86301166,0.037506234,0.50320613,-0.74438477,-1.1015049,1.0759948,0.03560491,0.23358823,-0.791707,-0.13041678,0.5233414,-0.86369866,-0.6727564,0.21597506,-0.3570104,-1.2030149,-0.68134004,-0.53081936,-1.8175648,-0.47088823,-1.1306157,-1.7215697,-0.54212916,-1.426094,-0.48509467,-1.5231673,-1.8398911,-1.7065303,-2.3944094,-1.8646648,-1.5132015,-1.2774073,-2.391285,-2.2501793,-3.2984748,0.7575289,-0.28098193,-0.098297596,0.18448439,-1.3382864,-0.38026306,-1.405583,-0.49181488,-0.2734033,-0.44546056,0.17576703,-0.15624796,-0.26159436,-1.0474789,-0.28135192,1.1235605,-0.40511206,-1.4557902,-0.5378271,-0.149338,-0.33116814,-0.73010916,-0.57281435,-1.2394719,-1.2726642,-0.9481432,-1.2230345,-0.8546639,-1.1079718,-0.89455223,-1.0196877,-1.0105594,-1.0588926,-1.003196,-1.3506355,-1.3755814,-0.9305434,-1.367052,-0.38008666
6,1.8330076,0.5046459,1.0920137,0.6790953,1.1841066,0.6635272,0.5338807,-0.5065306,-0.8509586,1.3003618,0.37672755,0.6154621,-0.86104316,0.9145377,0.3483687,-0.9711013,-0.7298643,0.4829082,-0.29837257,-1.3550806,-0.6007386,-0.32761475,-1.2169622,-0.44695616,-0.89619714,-1.8852042,-0.32104504,-1.6965616,-0.6621793,-1.3690759,-1.3862064,-1.1453807,-1.9368914,-1.9201177,-1.9381685,-1.1001672,-1.6176864,-2.2568855,-2.1427279,2.1237106,0.19538188,-0.1770388,0.14042667,-0.29780322,-1.4695121,-0.1109871,0.6597702,-0.21851729,0.46293363,-0.41462672,-0.38532844,0.16466168,-1.1989168,-1.008461,0.6045206,-0.80317813,-1.3328745,-0.21168636,0.17521322,-0.8150984,-1.2107606,-0.80656964,-0.6894702,-1.1089916,-0.24047658,-1.2172192,-0.3470055,-1.3384352,-0.970102,-0.8531684,-1.0056942,-0.59082913,-0.42986026,-0.82062864,-0.8479395,-1.059605,-0.44050497,-0.9038595
7,1.841646,0.5394529,0.9455853,0.94728816,0.952757,0.8687691,0.42929798,-0.21592279,-0.808633,1.0021698,0.3361696,0.7525249,-0.7194413,0.62022495,0.5255809,-0.64406747,-0.5311188,0.37639967,-0.24917907,-1.3404815,-0.6121301,-0.24305025,-0.89318526,-0.46396318,-0.8232491,-1.3528098,-0.75781226,-1.5998704,-0.6512015,-1.434616,-1.4719527,-0.9471001,-1.8087472,-1.5951227,-1.7979882,-0.6345465,-1.6318216,-1.3846323,-2.304231,1.7163483,-0.47058946,-0.5187297,-0.8233849,-1.1810372,-1.500898,-0.1817076,0.014485996,-0.69621706,-0.11174856,-0.752992,-0.64104766,-0.29328406,-1.3885221,-0.91719425,0.91129375,-0.7186556,-1.2201554,-0.53034264,0.58639127,-0.9210722,-1.0345129,-0.80642664,-0.82344276,-1.1139339,-0.4566064,-1.1498101,-0.45073712,-1.2986192,-0.84067404,-1.2435962,-1.2857379,-0.8752058,-0.76496464,-1.1198272,-1.5044595,-0.59699273,-0.7451151,-0.9170382
8,2.472445,0.74487567,1.2654116,1.1098095,0.92396766,0.29373008,0.9560154,-0.0537051,-0.8753,1.1366472,0.7631537,0.2883188,-0.7127245,0.39805084,0.335509,0.19911875,-0.73563635,0.3839756,0.485243,-1.6940107,-0.12373241,-0.43669882,-1.5292457,-0.37107283,-0.8145315,-1.0970806,-0.21767761,-1.356384,-0.58476394,-1.4569623,-1.8616459,-1.7006899,-1.5164925,-2.285999,-0.57046866,-1.4727039,-1.7465773,-2.245332,-2.4896054,0.98459697,-1.0640854,0.3371401,0.157754,-1.2613187,-0.37859753,-1.6207162,-1.1504871,-0.03729338,-0.15649308,-0.64786613,-0.70398587,-0.5460101,-1.253234,-0.7705768,-0.5822246,-0.37282577,-0.9611293,-0.4578827,0.58769196,-0.43570566,-1.154531,-0.600446,-1.0502777,-1.0355458,-0.752476,-1.2703128,-0.69052976,-1.3798423,-0.86765236,-1.123023,-1.0887153,-1.3083644,-0.462624,-1.381661,-0.9320267,-0.8064947,-0.736053,-0.859418
9,2.7805164,0.36350536,1.1759537,0.83311665,0.8048171,-0.019954804,0.36015576,-0.5736294,-0.9930264,1.2529827,0.39450622,-0.08384888,-0.98400414,0.28182888,-0.016745575,-0.66406715,-0.5458385,0.17831574,0.046999097,-1.7758619,-0.062283948,-0.4044885,-1.4952334,-0.7439903,-1.1094873,-1.8399855,-0.6211869,-1.4547569,-1.0019478,-1.9569663,-1.8369272,-2.1802094,-2.055008,-2.6243496,-1.5484326,-1.2069607,-1.719467,-2.3226871,-2.715203,0.96422154,-0.58993846,-0.50818825,0.45965505,-0.5104147,-0.22184892,-1.6557769,-1.0974088,-0.041760094,0.51339406,0.11664214,-0.9811358,-0.023348054,-0.63187456,-1.0457937,-0.015271925,-0.44559997,-0.7728248,-0.4446794,-0.056295123,-0.34744865,-1.1491017,-0.4066815,-1.0879087,-0.8041181,-0.720519,-1.0667034,-0.49262977,-1.1774963,-1.0525099,-1.0313084,-0.9424895,-1.2110451,-0.8123684,-0.77482384,-1.0454574,-0.89423615,-1.1843169,-0.9299786
